,datetime,home_goal,away_goal,league_name,league_abbr,team,opponent,avg_goal
1560,09/19,2,0,Spain - La Liga 2,E2,Alcorcon,Tenerife,2
1561,09/26,1,0,Spain - La Liga 2,E2,Alcorcon,Malaga,1
1562,10/03,0,0,Spain - La Liga 2,E2,Alcorcon,Real Zaragoza,0
1563,10/10,1,0,Spain - La Liga 2,E2,Alcorcon,Espanyol,1
1564,09/26,2,2,Spain - La Liga 2,E2,Real Zaragoza,Las Palmas,0
1565,10/03,0,0,Spain - La Liga 2,E2,Real Zaragoza,Alcorcon,0
1566,10/11,1,0,Spain - La Liga 2,E2,Real Zaragoza,Albacete,1
1567,10/18,1,2,Spain - La Liga 2,E2,Real Zaragoza,Malaga,-1
1568,10/22,1,0,Spain - La Liga 2,E2,Real Zaragoza,Leganes,1
1569,09/12,1,0,Spain - La Liga 2,E2,Logrones,Sporting Gijon,1
1570,09/26,1,1,Spain - La Liga 2,E2,Logrones,Castellon,0
1571,10/03,2,1,Spain - La Liga 2,E2,Logrones,Las Palmas,1
1572,10/10,1,0,Spain - La Liga 2,E2,Logrones,Almeria,1
1573,10/17,0,1,Spain - La Liga 2,E2,Logrones,Leganes,-1
1574,10/21,0,0,Spain - La Liga 2,E2,Logrones,Fuenlabrada,0
1575,09/20,0,2,Spain - La Liga 2,E2,Albacete,Ponferradina,-2
1576,09/26,1,0,Spain - La Liga 2,E2,Albacete,Fuenlabrada,1
1577,10/03,1,1,Spain - La Liga 2,E2,Albacete,Real Oviedo,0
1578,10/11,1,0,Spain - La Liga 2,E2,Albacete,Real Zaragoza,1
1579,10/17,3,0,Spain - La Liga 2,E2,Albacete,Sabadell,3
1580,10/22,0,0,Spain - La Liga 2,E2,Albacete,Mallorca,0
1581,09/27,0,2,Spain - La Liga 2,E2,Almeria,Lugo,-2
1582,10/04,0,1,Spain - La Liga 2,E2,Almeria,Sporting Gijon,-1
1583,10/10,1,0,Spain - La Liga 2,E2,Almeria,Logrones,1
1584,10/17,2,0,Spain - La Liga 2,E2,Almeria,Las Palmas,2
1585,10/21,1,1,Spain - La Liga 2,E2,Almeria,Cartagena,0
1586,09/19,2,1,Spain - La Liga 2,E2,Sabadell,Rayo Vallecano,1
1587,09/27,1,0,Spain - La Liga 2,E2,Sabadell,Mallorca,1
1588,10/04,0,1,Spain - La Liga 2,E2,Sabadell,Espanyol,-1
1589,10/10,0,2,Spain - La Liga 2,E2,Sabadell,Mirandes,-2
1590,10/17,3,0,Spain - La Liga 2,E2,Sabadell,Albacete,3
1591,09/13,1,2,Finland,FI,HJK Helsinki,Ilves,-1
1592,09/20,0,0,Finland,FI,HJK Helsinki,Honka,0
1593,09/24,2,2,Finland,FI,HJK Helsinki,TPS,0
1594,09/28,4,0,Finland,FI,HJK Helsinki,Rovaniemi,4
1595,10/15,1,2,Finland,FI,HJK Helsinki,SJK,-1
1596,10/18,3,0,Finland,FI,HJK Helsinki,HIFK,3
1597,09/27,0,2,Finland,FI,KuPS,Mariehamn,-2
1598,10/05,1,1,Finland,FI,KuPS,Ilves,0
1599,10/08,3,2,Finland,FI,KuPS,HIFK,1
1600,10/15,2,0,Finland,FI,KuPS,Inter Turku,2
1601,10/18,0,2,Finland,FI,KuPS,Honka,-2
1602,10/22,2,3,Finland,FI,KuPS,Haka,-1
1603,09/19,0,1,Finland,FI,Inter Turku,SJK,-1
1604,09/23,0,0,Finland,FI,Inter Turku,Honka,0
1605,09/28,3,0,Finland,FI,Inter Turku,FC Lahti,3
1606,10/15,2,0,Finland,FI,Inter Turku,KuPS,2
1607,10/18,0,2,Finland,FI,Inter Turku,Ilves,-2
1608,10/22,3,0,Finland,FI,Inter Turku,TPS,3
1609,09/23,0,0,Finland,FI,Honka,Inter Turku,0
1610,09/27,1,2,Finland,FI,Honka,Haka,-1
1611,10/02,1,1,Finland,FI,Honka,HIFK,0
1612,10/15,1,0,Finland,FI,Honka,Mariehamn,1
1613,10/18,0,2,Finland,FI,Honka,KuPS,-2
1614,10/22,2,1,Finland,FI,Honka,FC Lahti,1
1615,09/23,0,2,Finland,FI,Ilves,Mariehamn,-2
1616,09/27,4,0,Finland,FI,Ilves,TPS,4
1617,10/05,1,1,Finland,FI,Ilves,KuPS,0
1618,10/15,1,2,Finland,FI,Ilves,HIFK,-1
1619,10/18,0,2,Finland,FI,Ilves,Inter Turku,-2
1620,10/22,1,3,Finland,FI,Ilves,SJK,-2
1621,09/23,0,1,Finland,FI,FC Lahti,SJK,-1
1622,09/28,3,0,Finland,FI,FC Lahti,Inter Turku,3
1623,10/02,3,1,Finland,FI,FC Lahti,Mariehamn,2
1624,10/15,0,4,Finland,FI,FC Lahti,Rovaniemi,-4
1625,10/19,0,0,Finland,FI,FC Lahti,Haka,0
1626,10/22,2,1,Finland,FI,FC Lahti,Honka,1
1627,09/28,3,2,Finland,FI,HIFK,SJK,1
1628,10/02,1,1,Finland,FI,HIFK,Honka,0
1629,10/08,3,2,Finland,FI,HIFK,KuPS,1
1630,10/15,1,2,Finland,FI,HIFK,Ilves,-1
1631,10/18,3,0,Finland,FI,HIFK,HJK Helsinki,3
1632,10/22,1,0,Finland,FI,HIFK,Rovaniemi,1
1633,09/19,0,1,Finland,FI,SJK,Inter Turku,-1
1634,09/23,0,1,Finland,FI,SJK,FC Lahti,-1
1635,09/28,3,2,Finland,FI,SJK,HIFK,1
1636,10/15,1,2,Finland,FI,SJK,HJK Helsinki,-1
1637,10/18,2,3,Finland,FI,SJK,Mariehamn,-1
1638,10/22,1,3,Finland,FI,SJK,Ilves,-2
1639,09/19,1,1,Finland,FI,Haka,Ilves,0
1640,09/23,0,2,Finland,FI,Haka,Rovaniemi,-2
1641,09/27,1,2,Finland,FI,Haka,Honka,-1
1642,10/16,2,1,Finland,FI,Haka,TPS,1
1643,10/19,0,0,Finland,FI,Haka,FC Lahti,0
1644,10/22,2,3,Finland,FI,Haka,KuPS,-1
1645,09/19,2,2,Finland,FI,Mariehamn,HIFK,0
1646,09/23,0,2,Finland,FI,Mariehamn,Ilves,-2
1647,09/27,0,2,Finland,FI,Mariehamn,KuPS,-2
1648,10/02,3,1,Finland,FI,Mariehamn,FC Lahti,2
1649,10/15,1,0,Finland,FI,Mariehamn,Honka,1
1650,10/18,2,3,Finland,FI,Mariehamn,SJK,-1
1651,09/17,1,1,Finland,FI,TPS,FC Lahti,0
1652,09/24,2,2,Finland,FI,TPS,HJK Helsinki,0
1653,09/27,4,0,Finland,FI,TPS,Ilves,4
1654,10/16,2,1,Finland,FI,TPS,Haka,1
1655,10/19,4,1,Finland,FI,TPS,Rovaniemi,3
1656,10/22,3,0,Finland,FI,TPS,Inter Turku,3
1657,09/20,0,2,Finland,FI,Rovaniemi,KuPS,-2
1658,09/23,0,2,Finland,FI,Rovaniemi,Haka,-2
1659,09/28,4,0,Finland,FI,Rovaniemi,HJK Helsinki,4
1660,10/15,0,4,Finland,FI,Rovaniemi,FC Lahti,-4
1661,10/19,4,1,Finland,FI,Rovaniemi,TPS,3
1662,10/22,1,0,Finland,FI,Rovaniemi,HIFK,1
1663,08/30,0,1,France - Ligue 1,FR,Lille,Reims,-1
1664,09/13,1,0,France - Ligue 1,FR,Lille,Metz,1
1665,09/20,1,1,France - Ligue 1,FR,Lille,Marseille,0
1666,09/25,2,0,France - Ligue 1,FR,Lille,Nantes,2
1667,10/04,0,3,France - Ligue 1,FR,Lille,Strasbourg,-3
1668,10/18,4,0,France - Ligue 1,FR,Lille,Lens,4
1669,09/13,0,1,France - Ligue 1,FR,Paris SG,Marseille,-1
1670,09/16,1,0,France - Ligue 1,FR,Paris SG,Metz,1
1671,09/20,0,3,France - Ligue 1,FR,Paris SG,Nice,-3
1672,09/27,0,2,France - Ligue 1,FR,Paris SG,Reims,-2
1673,10/02,6,1,France - Ligue 1,FR,Paris SG,Angers,5
1674,10/16,0,4,France - Ligue 1,FR,Paris SG,Nimes,-4
1675,08/29,2,1,France - Ligue 1,FR,Rennes,Montpellier,1
1676,09/13,2,4,France - Ligue 1,FR,Rennes,Nimes,-2
1677,09/19,2,1,France - Ligue 1,FR,Rennes,Monaco,1
1678,09/26,0,3,France - Ligue 1,FR,Rennes,Saint-Etienne,-3
1679,10/04,2,2,France - Ligue 1,FR,Rennes,Reims,0
1680,10/16,1,1,France - Ligue 1,FR,Rennes,Dijon,0
1681,08/29,0,2,France - Ligue 1,FR,Nice,Strasbourg,-2
1682,09/12,3,1,France - Ligue 1,FR,Nice,Montpellier,2
1683,09/20,0,3,France - Ligue 1,FR,Nice,Paris SG,-3
1684,09/27,0,0,France - Ligue 1,FR,Nice,Bordeaux,0
1685,10/03,2,1,France - Ligue 1,FR,Nice,Nantes,1
1686,10/18,1,3,France - Ligue 1,FR,Nice,Saint-Etienne,-2
1687,09/10,1,0,France - Ligue 1,FR,Lens,Paris SG,1
1688,09/13,2,3,France - Ligue 1,FR,Lens,Lorient,-1
1689,09/19,2,1,France - Ligue 1,FR,Lens,Bordeaux,1
1690,09/27,1,1,France - Ligue 1,FR,Lens,Nimes,0
1691,10/03,2,0,France - Ligue 1,FR,Lens,Saint-Etienne,2
1692,10/18,4,0,France - Ligue 1,FR,Lens,Lille,4
1693,09/13,0,1,France - Ligue 1,FR,Marseille,Paris SG,-1
1694,09/17,0,2,France - Ligue 1,FR,Marseille,Saint-Etienne,-2
1695,09/20,1,1,France - Ligue 1,FR,Marseille,Lille,0
1696,09/26,1,1,France - Ligue 1,FR,Marseille,Metz,0
1697,10/04,1,1,France - Ligue 1,FR,Marseille,Lyon,0
1698,10/17,3,1,France - Ligue 1,FR,Marseille,Bordeaux,2
1699,09/12,3,1,France - Ligue 1,FR,Montpellier,Nice,2
1700,09/15,2,1,France - Ligue 1,FR,Montpellier,Lyon,1
1701,09/20,4,1,France - Ligue 1,FR,Montpellier,Angers,3
1702,09/27,2,2,France - Ligue 1,FR,Montpellier,Dijon,0
1703,10/04,0,1,France - Ligue 1,FR,Montpellier,Nimes,-1
1704,10/18,1,1,France - Ligue 1,FR,Montpellier,Monaco,0
1705,08/30,0,1,France - Ligue 1,FR,Monaco,Metz,-1
1706,09/13,2,1,France - Ligue 1,FR,Monaco,Nantes,1
1707,09/19,2,1,France - Ligue 1,FR,Monaco,Rennes,1
1708,09/27,3,2,France - Ligue 1,FR,Monaco,Strasbourg,1
1709,10/04,1,0,France - Ligue 1,FR,Monaco,Brest,1
1710,10/18,1,1,France - Ligue 1,FR,Monaco,Montpellier,0
1711,09/11,0,0,France - Ligue 1,FR,Lyon,Bordeaux,0
1712,09/15,2,1,France - Ligue 1,FR,Lyon,Montpellier,1
1713,09/18,0,0,France - Ligue 1,FR,Lyon,Nimes,0
1714,09/27,1,1,France - Ligue 1,FR,Lyon,Lorient,0
1715,10/04,1,1,France - Ligue 1,FR,Lyon,Marseille,0
1716,10/18,2,3,France - Ligue 1,FR,Lyon,Strasbourg,-1
1717,09/12,2,0,France - Ligue 1,FR,Saint-Etienne,Strasbourg,2
1718,09/17,0,2,France - Ligue 1,FR,Saint-Etienne,Marseille,-2
1719,09/20,2,2,France - Ligue 1,FR,Saint-Etienne,Nantes,0
1720,09/26,0,3,France - Ligue 1,FR,Saint-Etienne,Rennes,-3
1721,10/03,2,0,France - Ligue 1,FR,Saint-Etienne,Lens,2
1722,10/18,1,3,France - Ligue 1,FR,Saint-Etienne,Nice,-2
1723,08/30,0,2,France - Ligue 1,FR,Angers,Bordeaux,-2
1724,09/13,1,0,France - Ligue 1,FR,Angers,Reims,1
1725,09/20,4,1,France - Ligue 1,FR,Angers,Montpellier,3
1726,09/27,3,2,France - Ligue 1,FR,Angers,Brest,1
1727,10/02,6,1,France - Ligue 1,FR,Angers,Paris SG,5
1728,10/18,1,1,France - Ligue 1,FR,Angers,Metz,0
1729,08/30,0,2,France - Ligue 1,FR,Bordeaux,Angers,-2
1730,09/11,0,0,France - Ligue 1,FR,Bordeaux,Lyon,0
1731,09/19,2,1,France - Ligue 1,FR,Bordeaux,Lens,1
1732,09/27,0,0,France - Ligue 1,FR,Bordeaux,Nice,0
1733,10/04,3,0,France - Ligue 1,FR,Bordeaux,Dijon,3
1734,10/17,3,1,France - Ligue 1,FR,Bordeaux,Marseille,2
1735,08/30,2,3,France - Ligue 1,FR,Brest,Marseille,-1
1736,09/13,0,2,France - Ligue 1,FR,Brest,Dijon,-2
1737,09/20,3,2,France - Ligue 1,FR,Brest,Lorient,1
1738,09/27,3,2,France - Ligue 1,FR,Brest,Angers,1
1739,10/04,1,0,France - Ligue 1,FR,Brest,Monaco,1
1740,10/18,3,1,France - Ligue 1,FR,Brest,Nantes,2
1741,09/13,1,0,France - Ligue 1,FR,Metz,Lille,1
1742,09/16,1,0,France - Ligue 1,FR,Metz,Paris SG,1
1743,09/20,2,1,France - Ligue 1,FR,Metz,Reims,1
1744,09/26,1,1,France - Ligue 1,FR,Metz,Marseille,0
1745,10/04,3,1,France - Ligue 1,FR,Metz,Lorient,2
1746,10/18,1,1,France - Ligue 1,FR,Metz,Angers,0
1747,08/30,2,1,France - Ligue 1,FR,Nantes,Nimes,1
1748,09/13,2,1,France - Ligue 1,FR,Nantes,Monaco,1
1749,09/20,2,2,France - Ligue 1,FR,Nantes,Saint-Etienne,0
1750,09/25,2,0,France - Ligue 1,FR,Nantes,Lille,2
1751,10/03,2,1,France - Ligue 1,FR,Nantes,Nice,1
1752,10/18,3,1,France - Ligue 1,FR,Nantes,Brest,2
1753,08/30,2,1,France - Ligue 1,FR,Nimes,Nantes,1
1754,09/13,2,4,France - Ligue 1,FR,Nimes,Rennes,-2
1755,09/18,0,0,France - Ligue 1,FR,Nimes,Lyon,0
1756,09/27,1,1,France - Ligue 1,FR,Nimes,Lens,0
1757,10/04,0,1,France - Ligue 1,FR,Nimes,Montpellier,-1
1758,10/16,0,4,France - Ligue 1,FR,Nimes,Paris SG,-4
1759,08/30,2,0,France - Ligue 1,FR,Lorient,Saint-Etienne,2
1760,09/13,2,3,France - Ligue 1,FR,Lorient,Lens,-1
1761,09/20,3,2,France - Ligue 1,FR,Lorient,Brest,1
1762,09/27,1,1,France - Ligue 1,FR,Lorient,Lyon,0
1763,10/04,3,1,France - Ligue 1,FR,Lorient,Metz,2
1764,10/17,1,3,France - Ligue 1,FR,Lorient,Reims,-2
1765,08/29,0,2,France - Ligue 1,FR,Strasbourg,Nice,-2
1766,09/12,2,0,France - Ligue 1,FR,Strasbourg,Saint-Etienne,2
1767,09/20,1,0,France - Ligue 1,FR,Strasbourg,Dijon,1
1768,09/27,3,2,France - Ligue 1,FR,Strasbourg,Monaco,1
1769,10/04,0,3,France - Ligue 1,FR,Strasbourg,Lille,-3
1770,10/18,2,3,France - Ligue 1,FR,Strasbourg,Lyon,-1
1771,08/30,0,1,France - Ligue 1,FR,Reims,Lille,-1
1772,09/13,1,0,France - Ligue 1,FR,Reims,Angers,1
1773,09/20,2,1,France - Ligue 1,FR,Reims,Metz,1
1774,09/27,0,2,France - Ligue 1,FR,Reims,Paris SG,-2
1775,10/04,2,2,France - Ligue 1,FR,Reims,Rennes,0
1776,10/17,1,3,France - Ligue 1,FR,Reims,Lorient,-2
1777,08/28,4,1,France - Ligue 1,FR,Dijon,Lyon,3
1778,09/13,0,2,France - Ligue 1,FR,Dijon,Brest,-2
1779,09/20,1,0,France - Ligue 1,FR,Dijon,Strasbourg,1
1780,09/27,2,2,France - Ligue 1,FR,Dijon,Montpellier,0
1781,10/04,3,0,France - Ligue 1,FR,Dijon,Bordeaux,3
1782,10/16,1,1,France - Ligue 1,FR,Dijon,Rennes,0
1783,08/29,1,0,France - Ligue 2,F2,Paris FC,Valenciennes,1
1784,09/12,1,2,France - Ligue 2,F2,Paris FC,Amiens,-1
1785,09/19,0,2,France - Ligue 2,F2,Paris FC,Nancy,-2
1786,09/26,2,2,France - Ligue 2,F2,Paris FC,Niort,0
1787,10/03,3,0,France - Ligue 2,F2,Paris FC,Le Havre,3
1788,10/17,1,0,France - Ligue 2,F2,Paris FC,Pau FC,1
1789,08/29,1,1,France - Ligue 2,F2,Niort,Chambly,0
1790,09/12,1,0,France - Ligue 2,F2,Niort,Nancy,1
1791,09/19,0,1,France - Ligue 2,F2,Niort,Le Havre,-1
1792,09/26,2,2,France - Ligue 2,F2,Niort,Paris FC,0
1793,10/03,2,0,France - Ligue 2,F2,Niort,Chateauroux,2
1794,10/17,3,0,France - Ligue 2,F2,Niort,Caen,3
1795,08/29,2,1,France - Ligue 2,F2,Sochaux,Troyes,1
1796,09/14,0,0,France - Ligue 2,F2,Sochaux,Toulouse,0
1797,09/19,2,2,France - Ligue 2,F2,Sochaux,Rodez Aveyron,0
1798,09/26,1,1,France - Ligue 2,F2,Sochaux,Ajaccio,0
1799,10/03,3,2,France - Ligue 2,F2,Sochaux,Chambly,1
1800,10/17,0,0,France - Ligue 2,F2,Sochaux,Valenciennes,0
1801,08/29,2,1,France - Ligue 2,F2,Troyes,Sochaux,1
1802,09/12,2,0,France - Ligue 2,F2,Troyes,Pau FC,2
1803,09/21,2,1,France - Ligue 2,F2,Troyes,Auxerre,1
1804,09/28,1,0,France - Ligue 2,F2,Troyes,Clermont,1
1805,10/03,0,0,France - Ligue 2,F2,Troyes,Toulouse,0
1806,10/17,0,1,France - Ligue 2,F2,Troyes,Rodez Aveyron,-1
1807,08/29,1,1,France - Ligue 2,F2,Clermont,USL Dunkerque,0
1808,09/12,0,1,France - Ligue 2,F2,Clermont,Auxerre,-1
1809,09/19,1,1,France - Ligue 2,F2,Clermont,Toulouse,0
1810,09/28,1,0,France - Ligue 2,F2,Clermont,Troyes,1
1811,10/03,3,0,France - Ligue 2,F2,Clermont,Rodez Aveyron,3
1812,10/16,0,3,France - Ligue 2,F2,Clermont,Chambly,-3
1813,08/29,5,3,France - Ligue 2,F2,Grenoble,Toulouse,2
1814,09/12,1,2,France - Ligue 2,F2,Grenoble,Chambly,-1
1815,09/19,2,0,France - Ligue 2,F2,Grenoble,Ajaccio,2
1816,09/26,1,0,France - Ligue 2,F2,Grenoble,Guingamp,1
1817,10/03,2,0,France - Ligue 2,F2,Grenoble,Valenciennes,2
1818,10/17,1,0,France - Ligue 2,F2,Grenoble,Amiens,1
1819,08/29,1,0,France - Ligue 2,F2,Caen,Ajaccio,1
1820,09/12,0,3,France - Ligue 2,F2,Caen,Rodez Aveyron,-3
1821,09/19,0,0,France - Ligue 2,F2,Caen,Chambly,0
1822,09/26,1,0,France - Ligue 2,F2,Caen,Valenciennes,1
1823,10/03,1,0,France - Ligue 2,F2,Caen,Amiens,1
1824,10/17,3,0,France - Ligue 2,F2,Caen,Niort,3
1825,08/29,1,0,France - Ligue 2,F2,Valenciennes,Paris FC,1
1826,09/12,1,0,France - Ligue 2,F2,Valenciennes,Chateauroux,1
1827,09/19,1,0,France - Ligue 2,F2,Valenciennes,USL Dunkerque,1
1828,09/26,1,0,France - Ligue 2,F2,Valenciennes,Caen,1
1829,10/03,2,0,France - Ligue 2,F2,Valenciennes,Grenoble,2
1830,10/17,0,0,France - Ligue 2,F2,Valenciennes,Sochaux,0
1831,08/29,2,2,France - Ligue 2,F2,Guingamp,Nancy,0
1832,09/12,1,3,France - Ligue 2,F2,Guingamp,Le Havre,-2
1833,09/19,0,1,France - Ligue 2,F2,Guingamp,Pau FC,-1
1834,09/26,1,0,France - Ligue 2,F2,Guingamp,Grenoble,1
1835,10/03,1,0,France - Ligue 2,F2,Guingamp,USL Dunkerque,1
1836,10/19,2,0,France - Ligue 2,F2,Guingamp,Auxerre,2
1837,08/29,1,1,France - Ligue 2,F2,USL Dunkerque,Clermont,0
1838,09/19,1,0,France - Ligue 2,F2,USL Dunkerque,Valenciennes,1
1839,09/26,2,1,France - Ligue 2,F2,USL Dunkerque,Rodez Aveyron,1
1840,09/30,1,0,France - Ligue 2,F2,USL Dunkerque,Ajaccio,1
1841,10/03,1,0,France - Ligue 2,F2,USL Dunkerque,Guingamp,1
1842,10/17,2,1,France - Ligue 2,F2,USL Dunkerque,Nancy,1
1843,08/29,1,0,France - Ligue 2,F2,Le Havre,Amiens,1
1844,09/12,1,3,France - Ligue 2,F2,Le Havre,Guingamp,-2
1845,09/19,0,1,France - Ligue 2,F2,Le Havre,Niort,-1
1846,09/26,0,1,France - Ligue 2,F2,Le Havre,Nancy,-1
1847,10/03,3,0,France - Ligue 2,F2,Le Havre,Paris FC,3
1848,10/17,1,1,France - Ligue 2,F2,Le Havre,Chateauroux,0
1849,08/29,5,3,France - Ligue 2,F2,Toulouse,Grenoble,2
1850,09/14,0,0,France - Ligue 2,F2,Toulouse,Sochaux,0
1851,09/19,1,1,France - Ligue 2,F2,Toulouse,Clermont,0
1852,09/26,3,1,France - Ligue 2,F2,Toulouse,Auxerre,2
1853,10/03,0,0,France - Ligue 2,F2,Toulouse,Troyes,0
1854,10/17,0,1,France - Ligue 2,F2,Toulouse,Ajaccio,-1
1855,08/29,1,2,France - Ligue 2,F2,Auxerre,Chateauroux,-1
1856,09/12,0,1,France - Ligue 2,F2,Auxerre,Clermont,-1
1857,09/21,2,1,France - Ligue 2,F2,Auxerre,Troyes,1
1858,09/26,3,1,France - Ligue 2,F2,Auxerre,Toulouse,2
1859,10/03,5,1,France - Ligue 2,F2,Auxerre,Ajaccio,4
1860,10/19,2,0,France - Ligue 2,F2,Auxerre,Guingamp,2
1861,08/29,2,2,France - Ligue 2,F2,Nancy,Guingamp,0
1862,09/12,1,0,France - Ligue 2,F2,Nancy,Niort,1
1863,09/19,0,2,France - Ligue 2,F2,Nancy,Paris FC,-2
1864,09/26,0,1,France - Ligue 2,F2,Nancy,Le Havre,-1
1865,10/03,1,1,France - Ligue 2,F2,Nancy,Pau FC,0
1866,10/17,2,1,France - Ligue 2,F2,Nancy,USL Dunkerque,1
1867,08/29,1,2,France - Ligue 2,F2,Chateauroux,Auxerre,-1
1868,09/12,1,0,France - Ligue 2,F2,Chateauroux,Valenciennes,1
1869,09/19,0,0,France - Ligue 2,F2,Chateauroux,Amiens,0
1870,09/26,2,1,France - Ligue 2,F2,Chateauroux,Chambly,1
1871,10/03,2,0,France - Ligue 2,F2,Chateauroux,Niort,2
1872,10/17,1,1,France - Ligue 2,F2,Chateauroux,Le Havre,0
1873,08/29,1,0,France - Ligue 2,F2,Amiens,Le Havre,1
1874,09/12,1,2,France - Ligue 2,F2,Amiens,Paris FC,-1
1875,09/19,0,0,France - Ligue 2,F2,Amiens,Chateauroux,0
1876,09/26,0,0,France - Ligue 2,F2,Amiens,Pau FC,0
1877,10/03,1,0,France - Ligue 2,F2,Amiens,Caen,1
1878,10/17,1,0,France - Ligue 2,F2,Amiens,Grenoble,1
1879,08/29,1,1,France - Ligue 2,F2,Rodez Aveyron,Pau FC,0
1880,09/12,0,3,France - Ligue 2,F2,Rodez Aveyron,Caen,-3
1881,09/19,2,2,France - Ligue 2,F2,Rodez Aveyron,Sochaux,0
1882,09/26,2,1,France - Ligue 2,F2,Rodez Aveyron,USL Dunkerque,1
1883,10/03,3,0,France - Ligue 2,F2,Rodez Aveyron,Clermont,3
1884,10/17,0,1,France - Ligue 2,F2,Rodez Aveyron,Troyes,-1
1885,08/29,1,1,France - Ligue 2,F2,Chambly,Niort,0
1886,09/12,1,2,France - Ligue 2,F2,Chambly,Grenoble,-1
1887,09/19,0,0,France - Ligue 2,F2,Chambly,Caen,0
1888,09/26,2,1,France - Ligue 2,F2,Chambly,Chateauroux,1
1889,10/03,3,2,France - Ligue 2,F2,Chambly,Sochaux,1
1890,10/16,0,3,France - Ligue 2,F2,Chambly,Clermont,-3
1891,08/29,1,0,France - Ligue 2,F2,Ajaccio,Caen,1
1892,09/19,2,0,France - Ligue 2,F2,Ajaccio,Grenoble,2
1893,09/26,1,1,France - Ligue 2,F2,Ajaccio,Sochaux,0
1894,09/30,1,0,France - Ligue 2,F2,Ajaccio,USL Dunkerque,1
1895,10/03,5,1,France - Ligue 2,F2,Ajaccio,Auxerre,4
1896,10/17,0,1,France - Ligue 2,F2,Ajaccio,Toulouse,-1
1897,08/29,1,1,France - Ligue 2,F2,Pau FC,Rodez Aveyron,0
1898,09/12,2,0,France - Ligue 2,F2,Pau FC,Troyes,2
1899,09/19,0,1,France - Ligue 2,F2,Pau FC,Guingamp,-1
1900,09/26,0,0,France - Ligue 2,F2,Pau FC,Amiens,0
1901,10/03,1,1,France - Ligue 2,F2,Pau FC,Nancy,0
1902,10/17,1,0,France - Ligue 2,F2,Pau FC,Paris FC,1
1903,09/13,1,3,Netherlands,NL,PSV Eindhoven,FC Groningen,-2
1904,09/19,2,1,Netherlands,NL,PSV Eindhoven,FC Emmen,1
1905,09/27,1,1,Netherlands,NL,PSV Eindhoven,Heracles Alemlo,0
1906,10/04,2,0,Netherlands,NL,PSV Eindhoven,Fortuna Sittard,2
1907,10/18,0,3,Netherlands,NL,PSV Eindhoven,PEC Zwolle,-3
1908,09/13,0,1,Netherlands,NL,Ajax Amsterdam,Sparta,-1
1909,09/20,3,0,Netherlands,NL,Ajax Amsterdam,RKC Waalwijk,3
1910,09/26,2,1,Netherlands,NL,Ajax Amsterdam,Vitesse Arnhem,1
1911,10/04,1,0,Netherlands,NL,Ajax Amsterdam,FC Groningen,1
1912,10/18,5,1,Netherlands,NL,Ajax Amsterdam,Heerenveen,4
1913,09/13,0,1,Netherlands,NL,Vitesse Arnhem,RKC Waalwijk,-1
1914,09/19,2,0,Netherlands,NL,Vitesse Arnhem,Sparta,2
1915,09/26,2,1,Netherlands,NL,Vitesse Arnhem,Ajax Amsterdam,1
1916,10/03,3,0,Netherlands,NL,Vitesse Arnhem,Heracles Alemlo,3
1917,10/18,0,2,Netherlands,NL,Vitesse Arnhem,ADO Den Haag,-2
1918,09/12,0,2,Netherlands,NL,Feyenoord,PEC Zwolle,-2
1919,09/20,1,1,Netherlands,NL,Feyenoord,FC Twente,0
1920,09/27,4,2,Netherlands,NL,Feyenoord,ADO Den Haag,2
1921,10/04,1,4,Netherlands,NL,Feyenoord,Willem II,-3
1922,10/18,1,1,Netherlands,NL,Feyenoord,Sparta,0
1923,09/12,2,0,Netherlands,NL,FC Twente,Fortuna Sittard,2
1924,09/20,1,1,Netherlands,NL,FC Twente,Feyenoord,0
1925,09/25,3,1,Netherlands,NL,FC Twente,FC Groningen,2
1926,10/03,1,1,Netherlands,NL,FC Twente,FC Emmen,0
1927,10/17,0,3,Netherlands,NL,FC Twente,Willem II,-3
1928,09/12,2,0,Netherlands,NL,Heerenveen,Willem II,2
1929,09/19,1,3,Netherlands,NL,Heerenveen,Fortuna Sittard,-2
1930,09/26,1,0,Netherlands,NL,Heerenveen,VVV,1
1931,10/02,1,1,Netherlands,NL,Heerenveen,FC Utrecht,0
1932,10/18,5,1,Netherlands,NL,Heerenveen,Ajax Amsterdam,4
1933,09/13,1,3,Netherlands,NL,FC Groningen,PSV Eindhoven,-2
1934,09/20,0,1,Netherlands,NL,FC Groningen,ADO Den Haag,-1
1935,09/25,3,1,Netherlands,NL,FC Groningen,FC Twente,2
1936,10/04,1,0,Netherlands,NL,FC Groningen,Ajax Amsterdam,1
1937,10/18,0,0,Netherlands,NL,FC Groningen,FC Utrecht,0
1938,09/18,1,1,Netherlands,NL,FC Utrecht,VVV,0
1939,09/27,3,1,Netherlands,NL,FC Utrecht,RKC Waalwijk,2
1940,10/02,1,1,Netherlands,NL,FC Utrecht,Heerenveen,0
1941,10/18,0,0,Netherlands,NL,FC Utrecht,FC Groningen,0
1942,09/13,3,5,Netherlands,NL,VVV,FC Emmen,-2
1943,09/18,1,1,Netherlands,NL,VVV,FC Utrecht,0
1944,09/26,1,0,Netherlands,NL,VVV,Heerenveen,1
1945,10/03,1,2,Netherlands,NL,VVV,ADO Den Haag,-1
1946,10/17,2,2,Netherlands,NL,VVV,AZ Alkmaar,0
